name,number,note,reading,kind,birth_date,m1_url,canonical_name,canonical_number
SJ,,,えすじぇい,p,1983年06月07日,,,
錦鯉,,,にしきごい,u,2012年4月1日,https://www.m-1gp.com/combi/1936.html,,
渡辺隆,,,わたなべたかし,p,1978年04月15日,,,
長谷川雅紀,,,はせがわまさのり,p,1971年07月30日,,,
ポンループ,,,ぽんるーぷ,u,2017年6月1日,,,
粗大アミ,,,そだいあみ,p,1992年11月20日,,,
こまってます鈴木,,,こまってますすずき,p,1989年6月24日,,,
ジソンシン,,,じそんしん,u,2013年4月,https://www.m-1gp.com/combi/724.html,,
酒井孝太,,,さかいこうた,p,1983年05月17日,,,
下村啓太,,,しもむらけいた,p,1988年01月29日,,,
翠星チークダンス,,,すいせいちーくだんす,u,2015年4月1日,https://www.m-1gp.com/combi/15793.html,,
いなかのくるま,,,いなかのくるま,u,,,翠星チークダンス,
ちろる,,,ちろる,p,1996年06月03日,,,
木佐,,,きさ,p,1996年10月12日,,,
Dr.ハインリッヒ,,,どくたーはいんりっひ,u,2005年5月,https://www.m-1gp.com/combi/1526.html,,
彩,,,あや,p,1981年02月04日,,,
幸,,,みゆき,p,1981年02月05日,,,
ガクテンソク,,,がくてんそく,u,2005年9月1日,https://www.m-1gp.com/combi/489.html,,
学天即,,,がくてんそく,u,,,ガクテンソク,
奥田修二,,,おくだしゅうじ,p,1982年03月03日,,,
よじょう,,,よじょう,p,1981年07月30日,,,
ボーイフレンド,,,ぼーいふれんど,u,2008年4月,https://www.m-1gp.com/combi/1068.html,,
宮川英二,,,みやかわえいじ,p,1982年08月05日,,,
まっこん,,,まっこん,p,1982年10月05日,,,
タモンズ,,,たもんず,u,2006年4月,https://www.m-1gp.com/combi/999.html,,
安部浩章,,,あべひろあき,p,1982年05月24日,,,
大波康平,,,おおなみこうへい,p,1982年01月14日,,,
ガッツマン,,,がっつまん,u,2011年10月1日,https://www.m-1gp.com/combi/2795.html,,
たっぷり藤原,,,たっぷりふじわら,p,1988年07月15日,,,
ヤマト,,,やまと,p,1989年01月13日,,,
マヂカルラブリー,,,まぢかるらぶりー,u,2007年2月,https://www.m-1gp.com/combi/3371.html,,
野田クリスタル,,,のだくりすたる,p,1986年11月28日,,,
マヂカルラブリー野田クリスタル,,,まぢかるらぶりーのだくりすたる,p,,,野田クリスタル,
村上,,,むらかみ,p,1984年10月15日,,,
スーパートマト,,,すーぱーとまと,u,2013年02月01日,https://www.m-1gp.com/combi/1902.html,,
岡部大輔,,,おかべだいすけ,p,1983年06月15日,,,
小田島信介,,,おだじましんすけ,p,1984年10月23日,,,
シマッシュレコード,,,しまっしゅれこーど,u,2010年03月,https://www.m-1gp.com/combi/1055.html,,
島居俊介,,,しまいしゅんすけ,p,1981年10月27日,,,
嶋田修平,,,しまだしゅうへい,p,1980年09月30日,,,
ブリキカラス,,,ぶりきからす,u,2016年06月01日,https://www.m-1gp.com/combi/3895.html,,
小林メロディ,,,こばやしめろでぃ,p,1990年10月22日,,,
黒田和基,,,くろだかずき,p,1991年11月08日,,,
インポッシブル,,,いんぽっしぶる,u,2005年4月,https://www.m-1gp.com/combi/1064.html,,
ひるちゃん,,,ひるちゃん,p,1986年04月01日,,,
えいじ,,,えいじ,p,1984年02月17日,,,
三四郎,,,さんしろう,u,2005年5月1日,https://www.m-1gp.com/combi/177.html,,
相田周二,,,あいだしゅうじ,p,1983年05月02日,,,
小宮浩信,,,こみやひろのぶ,p,1983年09月03日,,,
バビロン,,,ばびろん,u,2011年4月1日,https://www.m-1gp.com/combi/1781.html,,
千葉ストロガノフ,,,ちばすとろがのふ,p,1982年05月07日,,,
おーちゃん,,,おーちゃん,p,1987年07月07日,,,
ノリ,,,のり,p,1985年06月23日,,,
アーネスト,,,あーねすと,u,2013年3月1日,https://www.m-1gp.com/combi/979.html,,
パーフェクト・ダブル・シュレッダー,,,ぱーふぇくとだぶるしゅれっだー,u,,,アーネスト,
かどちゃん,,,かどちゃん,p,1980年08月05日,,,
わだたかし,,,わだたかし,p,1986年06月20日,,,
コットン,,,こっとん,u,2012年4月2日,https://www.m-1gp.com/combi/16622.html,,
ラフレクラン,,,らふれくらん,u,,,コットン,
きょん,,,きょん,p,1987年11月18日,,,
コットン きょん,,,こっとんきょん,p,,,きょん,
西村真二,,,にしむらしんじ,p,1984年06月30日,,,
号泣,,,ごうきゅう,u,1996年,https://www.m-1gp.com/combi/14840.html,,
赤岡典明,,,あかおかのりあき,p,1977年07月22日,,,
島田秀平,,,しまだしゅうへい,p,1977年12月05日,,,
ぺこぱ,,,ぺこぱ,u,2008年04月30日,https://www.m-1gp.com/combi/2553.html,,
松陰寺太勇,,,しょういんじたいゆう,p,1983年11月09日,,,
シュウペイ,,,しゅうぺい,p,1987年07月16日,,,
笑撃戦隊,,,しょうげきせんたい,u,2007年7月1日,https://www.m-1gp.com/combi/1515.html,,
ばし太,,,ばした,p,1984年04月03日,,,
野村辰二,,,のむらしんじ,p,1984年07月27日,,,
スリムクラブ,,,すりむくらぶ,u,2005年2月1日,https://www.m-1gp.com/combi/2829.html,,
真栄田賢,,,まえだけん,p,1976年03月01日,,,
スリムクラブ真栄田,,,すりむくらぶまえだ,p,,,真栄田賢,
内間政成,,,うちままさなり,p,1976年06月19日,,,
おいでやすこが,,,おいでやすこが,u,2019年,https://www.m-1gp.com/combi/11080.html,,
こがけん,,,こがけん,p,1979年02月14日,,,
おいでやす小田,,,おいでやすおだ,p,1978年07月25日,,,
スーパー土瓶,,,すーぱーどびん,u,2015年4月,https://www.m-1gp.com/combi/702.html,,
奥重敦史,,,おくしげあつし,p,1980年06月29日,,,
ういろうプリン,,,ういろうぷりん,u,2007年5月1日,https://www.m-1gp.com/combi/261.html,,
ブルーセレブ,,,ぶるーせれぶ,u,,,ういろうプリン,
丸山雄史,,,まるやまゆうし,p,1983年08月28日,,,
内間一彰,,,うちまかずあき,p,1983年04月12日,,,
うちまつげ,,,うちまつげ,u,2022年05月,https://www.m-1gp.com/combi/18892.html,,
つげ,,,つげ,p,1985年08月10日,,,
ザニーフランク,,,ざにーふらんく,u,2020年5月29日,,,
スプリングシュリンプ,,,すぷりんぐしゅりんぷ,u,,,ザニーフランク,
トニーフランク,,,とにーふらんく,p,1979年02月14日,,,
馬と魚,,,うまとさかな,p,,,トニーフランク,
ZAZY,,,ざずぃー,p,1988年06月27日,,,
和牛,,,わぎゅう,u,2006年12月1日,https://www.m-1gp.com/combi/73.html,,
川西賢志郎,,,かわにしけんしろう,p,1984年01月29日,,,
水田信二,,,みずたしんじ,p,1980年04月15日,,,
和牛水田,,,わぎゅうみずた,p,,,水田信二,
かまいたち,,,かまいたち,u,2004年5月,https://www.m-1gp.com/combi/72.html,,
鎌鼬,,,かまいたち,u,,,かまいたち,
濱家隆一,,,はまいえりゅういち,p,1983年11月06日,,,
山内健司,,,やまうちけんじ,p,1981年01月17日,,,
チャン・ドン・ゴン・ゲン,,,ちゃんどんごんげん,p,,,山内健司,
ミルクボーイ,,,みるくぼーい,u,2007年7月7日,https://www.m-1gp.com/combi/2236.html,,
駒場孝,,,こまばたかし,p,1986年02月05日,,,
内海崇,,,うつみたかし,p,1985年12月09日,,,
たらちね,,,たらちね,u,2018年02月01日,https://www.m-1gp.com/combi/7749.html,,
SAITA,,,さいた,p,1991年08月12日,,,
草山公汰,,,くさやまこうた,p,1990年07月27日,,,
武者武者,,,むしゃむしゃ,u,2010年4月1日,https://www.m-1gp.com/combi/721.html,,
濱坂恭平,,,はまさかきょうへい,p,1987年06月01日,,,
杉岡勇冶,,,すぎおかゆうじ,p,1987年08月14日,,,
らぶらいken,,,らぶらいけん,u,2023年4月1日,https://www.m-1gp.com/combi/25086.html,,
らぶおじさん,,,らぶおじさん,p,1988年08月15日,,,
今井らいぱち,,,いまいらいぱち,p,1987年04月06日,,,
kento fukaya,,,けんとふかや,p,1989年09月10日,,,
ヒガシ逢ウサカ,,,ひがしおうさか,u,2011年4月15日,https://www.m-1gp.com/combi/1098.html,,
高見雄登,,,たかみゆうと,p,1984年09月16日,,,
ゆったり感,,,ゆったりかん,u,2004年10月,https://www.m-1gp.com/combi/1082.html,,
中村ひでゆき,,,なかむらひでゆき,p,1981年03月12日,,,
江崎ばもん,,,えざきばもん,p,1980年12月16日,,,
ドッチモドッチ,,,どっちもどっち,u,2015年01月28日,https://www.m-1gp.com/combi/1497.html,,
大山大地,,,おおやまだいち,p,1991年10月15日,,,
栗原まろやか,,,くりはらまろやか,p,1989年11月04日,,,
ぼる塾,1,4人時,ぼるじゅく,u,2019年4月1日,,,
ぼる塾,,3人時,ぼるじゅく,u,2019年4月1日,https://www.m-1gp.com/combi/9925.html,,
きりやはるか,,,きりやはるか,p,1995年01月28日,,,
酒寄希望,,,さかよりのぞみ,p,1988年04月16日,,,
あんり,,,あんり,p,1994年10月07日,,,
田辺智加,,,たなべちか,p,1983年10月18日,,,
しんぼる,,,しんぼる,u,2016年4月1日,https://www.m-1gp.com/combi/1266.html,,
ダニエルズ,,,だにえるず,u,2017年10月01日,https://www.m-1gp.com/combi/5015.html,,
望月隆寛,,,もちづきたかひろ,p,1987年12月07日,,,
あさひ,,,あさひ,p,1988年09月21日,,,
ザ・パーフェクト,,,ざぱーふぇくと,u,2014年10月01日,https://www.m-1gp.com/combi/2572.html,,
ピンボケたろう,,,ぴんぼけたろう,p,1989年05月02日,,,
ハードパンチャー妹尾,,,はーどぱんちゃーせのお,p,1987年12月27日,,,
馬鹿よ貴方は,,,ばかよあなたは,u,2008年03月01日,https://www.m-1gp.com/combi/390.html,,
平井“ファラオ”光,,,ひらいふぁらおひかる,p,1984年03月21日,,,
新道竜巳,,,しんどうたつみ,p,1977年04月15日,,,
宮下草薙,,,みやしたくさなぎ,u,2016年01月01日,https://www.m-1gp.com/combi/4221.html,,
草薙航基,,,くさなぎこうき,p,1991年08月23日,,,
宮下兼史鷹,,,みやしたけんしょう,p,1990年11月16日,,,
囲碁将棋,,,いごしょうぎ,u,2004年4月,https://www.m-1gp.com/combi/2314.html,,
根建太一,,,ねだてたいち,p,1981年03月23日,,,
文田大介,,,ふみただいすけ,p,1980年06月20日,,,
天竺鼠,,,てんじくねずみ,u,2004年4月,https://www.m-1gp.com/combi/1155.html,,
瀬下豊,,,せしたゆたか,p,1979年07月29日,,,
川原克己,,,かわはらかつみ,p,1980年01月21日,,,
天竺鼠・川原,,,てんじくねずみかわはら,p,,,川原克己,
アイデンティティ,,,あいでんてぃてぃ,u,2005年4月1日,https://www.m-1gp.com/combi/954.html,,
田島直弥,,,たじまなおや,p,1984年05月11日,,,
アイデンティティ 田島,,,あいでんてぃてぃたじま,p,,,田島直弥,
アイデンティティ田島,,,あいでんてぃてぃたじま,p,,,田島直弥,
見浦彰彦,,,みうらあきひこ,p,1984年09月20日,,,
バッドナイス,,,ばっどないす,u,2013年1月1日,https://www.m-1gp.com/combi/3880.html,,
内田英輔,,,うちだえいすけ,p,1987年03月28日,,,
バッドナイス常田,,,ばっどないすつねだ,p,1988年04月05日,,,
絶対的7%,,,ぜったいてきななぱーせんと,u,2016年10月1日,https://www.m-1gp.com/combi/2221.html,,
森田GM,,,もりたじーえむ,p,1993年03月05日,,,
マスト,,,ますと,p,1989年12月24日,,,
ありんくりん,,,ありんくりん,u,2014年04月01日,https://www.m-1gp.com/combi/1676.html,,
ひがりゅうた,,,ひがりゅうた,p,1992年07月10日,,,
クリス,,,くりす,p,1993年03月19日,,,
ジャルジャル,,,じゃるじゃる,u,2003年4月,https://www.m-1gp.com/combi/2021.html,,
福徳秀介,,,ふくとくしゅうすけ,p,1983年10月05日,,,
後藤淳平,,,ごとうじゅんぺい,p,1984年03月20日,,,
ギャロップ,,,ぎゃろっぷ,u,2003年12月,https://www.m-1gp.com/combi/1374.html,,
毛利大亮,,,もうりだいすけ,p,1982年04月11日,,,
林健,,,はやしたけし,p,1978年05月17日,,,
霜降り明星,,,しもふりみょうじょう,u,2013年1月,https://www.m-1gp.com/combi/1197.html,,
せいや,,,せいや,p,1992年09月13日,,,
霜降り明星 せいや,,,しもふりみょうじょうせいや,p,,,せいや,
粗品,,,そしな,p,1993年01月07日,,,
霜降り明星 粗品,,,しもふりみょうじょうそしな,p,,,粗品,
粗品（霜降り明星）,,,そしなしもふりみょうじょう,p,,,粗品,
霜降り明星佐々木,,,しもふりみょうじょうささき,p,,,粗品,
チョコンヌ,,,ちょこんぬ,u,,,,
チョコレートプラネット,,,ちょこれーとぷらねっと,u,2006年,https://www.m-1gp.com/combi/8330.html,,
松尾駿,,,まつおしゅん,p,1982年8月18日,,,
チョコレートプラネット松尾,,,ちょこれーとぷらねっとまつお,p,,,松尾駿,
長田庄平,,,おさだしょうへい,p,1980年1月28日,,,
チョコレートプラネット長田,,,ちょこれーとぷらねっとおさだ,p,,,長田庄平,
オサダショルダー,,,おさだしょるだー,p,,,長田庄平,
シソンヌ,,,しそんぬ,u,2006年,,,
じろう,,,じろう,p,1978年7月14日,,,
長谷川忍,,,はせがわしのぶ,p,1978年8月6日,,,
のばしぼん。,,,のばしぼん,u,2013年4月1日,https://www.m-1gp.com/combi/1846.html,,
篠原弘幸,,,しのはらひろゆき,p,1991年01月21日,,,
若林将,,,わかばやしまさる,p,1990年05月29日,,,
漫画家,,,まんがか,u,2018年6月24日,https://www.m-1gp.com/combi/8039.html,,
長田悠幸,,,おさだゆうこう,p,1975年12月07日,,,
森田まさのり,,,もりたまさのり,p,1966年12月22日,,,
やさしいズ,,,やさしいず,u,2011年4月,https://www.m-1gp.com/combi/8088.html,,
タイ,,,たい,p,1985年06月26日,,,
佐伯元輝,,,さえきもとき,p,1986年03月20日,,,
プラス・マイナス,,,ぷらすまいなす,u,2003年,https://www.m-1gp.com/combi/2357.html,,
プラスマイナス,,,ぷらすまいなす,u,,,プラス・マイナス,
シャドウ岩橋,,,しゃどういわはし,p,1978年8月12日,,,
プラスマイナス岩橋,,,ぷらすまいなすいわはし,p,,,シャドウ岩橋,
プラス・マイナス 岩橋,,,ぷらすまいなすいわはし,p,,,シャドウ岩橋,
兼光タカシ,,,かねみつたかし,p,1978年11月10日,,,
プラスマイナス兼光,,,ぷらすまいなすかねみつ,p,,,兼光タカシ,
兼光貴史（プラスマイナス）,,,かねみつたかしぷらすまいなす,p,,,兼光タカシ,
プラスマイナスかねみっちゃん,,,ぷらすまいなすかねみっちゃん,p,,,兼光タカシ,
LOVE,,,らぶ,u,2014年1月15日,https://www.m-1gp.com/combi/7913.html,,
たつろう,,,たつろう,p,1984年05月26日,,,
相席スタート,,,あいせきすたーと,u,2013年2月,https://www.m-1gp.com/combi/1052.html,,
山添寛,,,やまぞえかん,p,1985年06月11日,,,
山崎ケイ,,,やまざきけい,p,1982年06月13日,,,
八田荘,,,はったそう,u,2008年5月1日,https://www.m-1gp.com/combi/2495.html,,
岩野達範,,,いわのたつのり,p,1988年01月18日,,,
鈴木拓海,,,すずきたくみ,p,1988年02月09日,,,
とらふぐ,,,とらふぐ,u,2022年04月01日,https://www.m-1gp.com/combi/18950.html,,
田畑祐一,,,たばたゆういち,p,1984年4月10日,,,
阿部直也,,,あべなおや,p,1989年03月09日,,,
田畑藤本,,,たばたふじもと,u,2008年4月,https://www.m-1gp.com/combi/995.html,,
藤本淳史,,,ふじもとあつし,p,1984年4月3日,,,
マドンナ。,,,まどんな,u,2011年5月1日,https://www.m-1gp.com/combi/1500.html,,
石倉智喜,,,いしくらともき,p,1984年04月14日,,,
松浦周作,,,まつうらしゅうさく,p,1984年01月23日,,,
さらば青春の光,,,さらばせいしゅんのひかり,u,2008年10月01日,https://www.m-1gp.com/combi/2555.html,,
東ブクロ,,,ひがしぶくろ,p,1985年10月06日,,,
森田哲矢,,,もりたてつや,p,1981年08月23日,,,
がじゅまる,,,がじゅまる,u,2012年1月1日,https://www.m-1gp.com/combi/3614.html,,
スミちゃん,,,すみちゃん,p,1987年08月18日,,,
小林達也,,,こばやしたつや,p,1990年05月21日,,,
span!,,,すぱん,u,2004年2月,https://www.m-1gp.com/combi/519.html,,
水本健一,,,みずもとけんいち,p,1979年04月26日,,,
マコト,,,まこと,p,1980年02月04日,,,
タナからイケダ,,,たなからいけだ,u,2005年9月,https://www.m-1gp.com/combi/1130.html,,
池田周平,,,いけだしゅうへい,p,1980年09月22日,,,
田邊孟徳,,,たなべたけのり,p,1983年07月12日,,,
とろサーモン,,,とろさーもん,u,2002年7月,https://www.m-1gp.com/combi/753.html,,
久保田かずのぶ,,,くぼたかずのぶ,p,1979年09月29日,,,
村田秀亮,,,むらたひであき,p,1979年12月03日,,,
スマイル,,,すまいる,u,2003年4月,https://www.m-1gp.com/combi/1829.html,,
ウーイェイよしたか,,,うーいぇいよしたか,p,1982年08月07日,,,
瀬戸洋祐,,,せとようすけ,p,1982年12月28日,,,
テゴネハンバーグ,,,てごねはんばーぐ,u,2009年,https://www.m-1gp.com/combi/933.html,,
弓場雄二郎,,,ゆうばゆうじろう,p,1988年04月06日,,,
松村惇史,,,まつむらあつし,p,1988年08月21日,,,
タイーク,,,たいーく,u,2017年7月1日,https://www.m-1gp.com/combi/6398.html,,
カナイ,,,かない,p,1987年02月11日,,,
和田佑,,,わだたすく,p,1988年03月02日,,,
ネルソンズ,,,ねるそんず,u,2010年4月1日,https://www.m-1gp.com/combi/6071.html,,
岸健之助,,,きしけんのすけ,p,1983年08月09日,,,
和田まんじゅう,,,わだまんじゅう,p,1985年09月20日,,,
青山フォール勝ち,,,あおやまふぉーるがち,p,1986年01月19日,,,
完熟フレッシュ,,,かんじゅくふれっしゅ,u,2016年08月29日,https://www.m-1gp.com/combi/5252.html,,
池田レイラ,,,いけだれいら,p,2005年03月01日,,,
池田57CRAZY,,,いけだごなくれいじー,p,1975年08月17日,,,
オフ,,,おふ,u,2017年2月1日,https://www.m-1gp.com/combi/5710.html,,
藤本淳一,,,ふじもとじゅんいち,p,1983年09月25日,,,
小嶋宏太郎,,,おじまこうたろう,p,1974年04月15日,,,
風藤松原,,,ふうとうまつばら,u,2004年2月8日,https://www.m-1gp.com/combi/1522.html,,
松原義和,,,まつばらよしかず,p,1974年02月08日,,,
風藤康二,,,ふうとうこうじ,p,1977年11月29日,,,
パニーニ,,,ばにーに,u,2007年2月15日,https://www.m-1gp.com/combi/2499.html,,
飯沼博貴,,,いいぬまひろき,p,1984年08月28日,,,
パニーニ木坂,,,ぱにーにきさか,p,1982年07月13日,,,
ペンギンズ,,,ぺんぎんず,u,2015年6月1日,https://www.m-1gp.com/combi/2778.html,,
アニキ,,,あにき,p,1977年07月12日,,,
ノブオ,,,のぶお,p,1985年03月06日,,,
ジャイアントジャイアン,,,じゃいあんとじゃいあん,u,2013年6月9日,https://www.m-1gp.com/combi/232.html,,
こまたつ,,,こまたつ,p,1988年04月16日,,,
かーしゃ,,,かーしゃ,p,1988年04月27日,,,
チャーミング,,,ちゃーみんぐ,u,2008年4月1日,https://www.m-1gp.com/combi/2824.html,,
野田ちゃん,,,のだちゃん,p,1975年08月31日,,,
チャーミングじろうちゃん,,,ちゃーみんぐじろうちゃん,p,1977年07月05日,,,
すっきりソング,,,すっきりそんぐ,u,2015年06月21日,https://www.m-1gp.com/combi/2436.html,,
植田マコト,,,うえだまこと,p,1977年11月21日,,,
本田まさゆき,,,ほんだまさゆき,p,1978年02月20日,,,
尼神インター,,,あまこういんたー,u,2007年9月,https://www.m-1gp.com/combi/1097.html,,
ナ酒渚,,,なさけなぎさ,p,1984年08月06日,,,
誠子,,,せいこ,p,1988年12月04日,,,
南海キャンディーズ,,,なんかいきゃんでぃーず,u,2003年6月1日,https://www.m-1gp.com/combi/4410.html,,
しずちゃん,,,しずちゃん,p,1979年02月04日,,,
山里亮太,,,やまさとりょうた,p,1977年04月14日,,,
追い風三等兵（南海キャンディーズ・山里）,,,おいかぜさんとうへいなんかいきゃんでぃーずやまさと,p,,,山里亮太,
ムニムニヤエバ,,,むにむにやえば,u,2013年5月1日,https://www.m-1gp.com/combi/821.html,,
たくさんの命,,,たくさんのいのち,p,1985年08月11日,,,
次郎,,,じろう,p,1987年02月09日,,,
まめのき,,,まめのき,u,2016年2月15日,https://www.m-1gp.com/combi/4320.html,,
きむらなおひろ,,,きむらなおひろ,p,1976年10月12日,,,
ジャック豆山,,,じゃっくまめやま,p,1976年04月15日,,,
シンクロニシティ,,,しんくろにしてぃ,u,2017年7月20日,https://www.m-1gp.com/combi/5696.html,,
よしおか,,,よしおか,p,1994年10月02日,,,
西野諒太郎,,,にしのりょうたろう,p,1994年03月23日,,,
晴天サンティ,,,せいてんさんてぃ,u,2016年07月07日,https://www.m-1gp.com/combi/3621.html,,
飯森七重,,,いいもりななえ,p,1994年08月03日,,,
三拍子,,,さんびょうし,u,2001年,https://www.m-1gp.com/combi/1524.html,,
久保孝真,,,くぼたかまさ,p,1981年10月08日,,,
高倉陵,,,たかくらりょう,p,1981年02月16日,,,
東京ダイナマイト,,,とうきょうだいなまいと,u,2001年12月,https://www.m-1gp.com/combi/841.html,,
ハチミツ二郎,,,はちみつじろう,p,1974年11月20日,,,
松田大輔,,,まつだだいすけ,p,1977年03月02日,,,
マテンロウ,,,まてんろう,u,2010年5月1日,https://www.m-1gp.com/combi/1517.html,,
大トニー,,,おおとにー,p,1990年02月15日,,,
アントニー,,,あんとにー,p,1990年02月09日,,,
たぬきごはん,,,たぬきごはん,u,2011年8月1日,https://www.m-1gp.com/combi/892.html,,
ほりぬのこ,,,ほりぬのこ,p,1986年03月17日,,,
ししくらサソリ,,,ししくらさそり,p,1978年11月20日,,,
ヤギとひつじ,,,やぎとひつじ,u,2021年,,,
間寛平,,,はざまかんぺい,p,1949年7月20日,,,
なりきんショージ,,,なりきんしょーじ,u,2009年8月,,,
村上ショージ,,,むらかみしょーじ,p,1955年5月28日,,,
ギンナナ,,,ぎんなな,u,2010年3月,https://www.m-1gp.com/combi/1049.html,,
菊池健一,,,きくちけんいち,p,1977年06月29日,,,
千葉公平,,,ちばこうへい,p,1975年10月24日,,,
金成（ハローバイバイ）,,,かねなりはろーばいばい,p,,,千葉公平,
メイプル超合金,,,めいぷるちょうごうきん,u,2012年9月,https://www.m-1gp.com/combi/878.html,,
カズレーザー,,,かずれーざー,p,1984年07月04日,,,
安藤なつ,,,あんどうなつ,p,1981年01月31日,,,
ドドん,,,どどん,u,2009年4月6日,https://www.m-1gp.com/combi/238.html,,
安田義孝,,,やすだよしたか,p,1981年11月27日,,,
石田芳道,,,いしだほうどう,p,1985年07月21日,,,
プリンセス金魚,,,ぷりんせすきんぎょ,u,2006年4月1日,https://www.m-1gp.com/combi/1709.html,,
大前りょうすけ,,,おおまえりょうすけ,p,1984年04月16日,,,
たかみち店長,,,たかみちてんちょう,p,1984年05月30日,,,
なすなかにし,,,なすなかにし,u,2001年4月,https://www.m-1gp.com/combi/924.html,,
那須晃行,,,なすあきゆき,p,1980年12月14日,,,
中西茂樹,,,なかにししげき,p,1977年09月24日,,,
えんにち,,,えんにち,u,2006年1月,https://www.m-1gp.com/combi/1069.html,,
望月リョーマ,,,もちづきりょーま,p,1983年10月31日,,,
アイパー滝沢,,,あいぱーたきざわ,p,1974年09月18日,,,
チーモンチョーチュウ,,,ちーもんちょーちゅう,u,2001年5月,https://www.m-1gp.com/combi/632.html,,
菊地浩輔,,,きくちこうすけ,p,1981年06月23日,,,
白井鉄也,,,しらいてつや,p,1981年05月09日,,,
シュガーライフ,,,しゅがーらいふ,u,1998年,,,
植松哲平,,,うえまつてっぺい,p,1979年10月2日,,,
ババリア,,,ばばりあ,u,1998年8月,,,
三浪昇,,,みなみのぼる,p,1979年8月20日,,,
カナリア,,,かなりあ,u,2003年,https://www.m-1gp.com/combi/943.html,,
ボンざわーるど,,,ぼんざわーるど,p,1979年06月14日,,,
安達健太郎,,,あだちけんたろう,p,1979年05月14日,,,
センサールマン,,,せんさーるまん,u,2012年09月05日,https://www.m-1gp.com/combi/65.html,,
愛植男,,,あいうえお,p,1983年03月05日,,,
山﨑仕事人,,,やまさきしごとにん,p,1982年08月02日,,,
セバスチャン,,,せばすちゃん,u,2009年3月1日,https://www.m-1gp.com/combi/853.html,,
阿部健一,,,あべけんいち,p,1985年05月08日,,,
原田公志,,,はらだひろし,p,1986年01月14日,,,
LLR,,,えるえるあーる,u,2002年4月,https://www.m-1gp.com/combi/916.html,,
伊藤智博,,,いとうともひろ,p,1979年10月16日,,,
福田恵悟,,,ふくだけいご,p,1979年11月09日,,,
ナイツ,,,ないつ,u,2001年5月1日,https://www.m-1gp.com/combi/931.html,,
土屋伸之,,,つちやのぶゆき,p,1978年10月12日,,,
塙宣之,,,はなわのぶゆき,p,1978年03月27日,,,
鶴亀,,,つるかめ,u,2020年06月03日,https://www.m-1gp.com/combi/15498.html,,
古賀充泰,,,こがみつひろ,p,1988年01月09日,,,
舟生,,,ふにゅう,p,1986年09月26日,,,
フレミング,,,ふれみんぐ,u,2011年1月,https://www.m-1gp.com/combi/938.html,,
しゅんしゅんクリニックP,,,しゅんしゅんくりにっくぴー,p,1983年07月02日,,,
トレンディエンジェル,,,とれんでぃえんじぇる,u,2005年4月,https://www.m-1gp.com/combi/2311.html,,
斎藤司,,,さいとうつかさ,p,1979年02月15日,,,
トレンディエンジェル斎藤,,,とれんでぃえんじぇるさいとう,p,,,斎藤司,
たかし,,,たかし,p,1986年01月30日,,,
トレンディエンジェルたかし,,,とれんでぃえんじぇるたかし,p,,,たかし,
まっかちん,,,まっかちん,u,2012年4月,https://www.m-1gp.com/combi/939.html,,
岩田泰裕,,,いわたやすひろ,p,1986年03月07日,,,
松野下昇平,,,まつのしたしょうへい,p,1980年05月24日,,,
てんぐ,,,てんぐ,u,2004年4月,https://www.m-1gp.com/combi/1057.html,,
天狗,,,てんぐ,u,,,てんぐ,
川田哲志,,,かわたさとし,p,1979年08月27日,,,
横山裕之,,,よこやまひろゆき,p,1980年03月10日,,,
シシガシラ,,,ししがしら,u,2018年06月21日,https://www.m-1gp.com/combi/7896.html,,
脇田,,,わきた,p,1981年10月23日,,,
浜中英昌,,,はまなかひでまさ,p,1984年01月21日,,,
ヨコハマホームラン,,,よこはまほーむらん,u,2010年8月31日,https://www.m-1gp.com/combi/1060.html,,
荻原由貴,,,おぎはらゆき,p,1984年06月19日,,,
タイムマシーン3号,,,たいむましーんさんごう,u,2000年4月1日,https://www.m-1gp.com/combi/1128.html,,
関太,,,せきふとし,p,1979年08月05日,,,
山本浩司,,,やまもとこうじ,p,1979年06月22日,,,
磁石,,,じしゃく,u,2000年5月1日,https://www.m-1gp.com/combi/1423.html,,
佐々木優介,,,ささきゆうすけ,p,1980年03月31日,,,
永沢たかし,,,ながさわたかし,p,1979年12月28日,,,
ジャングルポケット,,,じゃんぐるぽけっと,u,2006年,https://www.m-1gp.com/combi/2599.html,,
斉藤慎二,,,さいとうしんじ,p,1982年10月26日,,,
太田博久,,,おおたひろひさ,p,1983年12月10日,,,
おたけ,,,おたけ,p,1982年12月02日,,,
トップリード,,,とっぷりーど,u,2001年2月5日,https://www.m-1gp.com/combi/1521.html,,
和賀勇介,,,わがゆうすけ,p,1981年06月16日,,,
新妻悠太,,,にいづまゆうた,p,1982年02月05日,,,
トップリード新妻悠太,,,とっぷりーどにいづまゆうた,p,,,新妻悠太,
トップリード・新妻悠太,,,とっぷりーどにいづまゆうた,p,,,新妻悠太,
ハイキングウォーキング,,,はいきんぐうぉーきんぐ,u,2001年6月,https://www.m-1gp.com/combi/2391.html,,
鈴木Q太郎,,,すずききゅーたろう,p,1974年08月14日,,,
松田洋昌,,,まつだひろあき,p,1976年10月21日,,,
オジンオズボーン,,,おじんおずぼーん,u,2000年4月1日,https://www.m-1gp.com/combi/925.html,,
高松新一,,,たかまつしんいち,p,1980年11月21日,,,
篠宮暁,,,しのみやあきら,p,1983年02月08日,,,
